(3, 2296, 1.0)
(3, 2316, 2.0)
(3, 2363, 4.0)
(3, 2368, 5.0)
(3, 2451, 4.0)
(3, 2523, 1.0)
(3, 2630, 2.0)
(3, 2675, 1.0)
(3, 2735, 3.0)
(3, 2771, 3.0)
(3, 3078, 1.0)
(3, 3178, 3.0)
(3, 3217, 1.0)
(3, 3237, 1.0)
(3, 3304, 4.0)
(3, 3336, 3.0)
(3, 3450, 1.0)
(3, 3650, 3.0)
(3, 3675, 1.0)
(3, 3763, 2.0)
(3, 3896, 1.0)
(3, 3960, 1.0)
(3, 4052, 2.0)
(3, 4068, 1.0)
(3, 4131, 2.0)
(3, 4137, 4.0)
(3, 4143, 1.0)
(3, 4159, 2.0)
(3, 4236, 1.0)
(3, 4246, 1.0)
(3, 4283, 2.0)
(3, 4393, 1.0)
(3, 4405, 1.0)
(3, 4441, 2.0)
(3, 4493, 1.0)
(3, 4719, 1.0)
(3, 4746, 1.0)
(3, 4795, 1.0)
(3, 4892, 1.0)
(3, 4908, 3.0)
(3, 4923, 2.0)
(3, 4936, 1.0)
(3, 5135, 1.0)
(3, 5532, 2.0)
(3, 5766, 2.0)
(4, 323, 2.0)
(4, 406, 1.0)
(4, 639, 37.0)
(4, 702, 22.0)
(4, 819, 6.0)
(4, 2119, 7.0)
(4, 3245, 1.0)
(4, 3720, 7.0)
(4, 4276, 3.0)
(4, 4498, 1.0)
(4, 4650, 13.0)
(4, 4862, 34.0)
(4, 4928, 15.0)
(4, 5517, 2.0)
(5, 21, 2.0)
(5, 190, 4.0)
(5, 250, 1.0)
(5, 373, 1.0)
(5, 551, 1.0)
(5, 739, 3.0)
(5, 795, 1.0)
(5, 840, 1.0)
(5, 856, 1.0)
(5, 1064, 1.0)
(5, 1120, 1.0)
(5, 1144, 1.0)
(5, 1368, 1.0)
(5, 1568, 5.0)
(5, 1845, 1.0)
(5, 1913, 1.0)
(5, 2106, 1.0)
(5, 2177, 1.0)
(5, 2504, 1.0)
(5, 2525, 1.0)
(5, 2541, 10.0)
(5, 2551, 2.0)
(5, 2593, 4.0)
(5, 2671, 1.0)
(5, 2698, 1.0)
(5, 3075, 2.0)
(5, 3596, 1.0)
(5, 3610, 1.0)
(5, 3667, 1.0)
(5, 3677, 1.0)
(5, 3844, 1.0)
(5, 4206, 5.0)
(5, 4240, 29.0)
(5, 4382, 5.0)
(5, 4441, 3.0)
(5, 4633, 1.0)
(5, 4783, 1.0)
(5, 5027, 1.0)
(5, 5034, 1.0)
(5, 5743, 1.0)
(5, 5758, 1.0)
(5, 5766, 1.0)
(6, 67, 2.0)
(6, 93, 2.0)
(6, 130, 2.0)
(6, 164, 1.0)
(6, 171, 1.0)
(6, 179, 3.0)
(6, 218, 1.0)
(6, 233, 21.0)
(6, 234, 2.0)
(6, 282, 1.0)
(6, 387, 1.0)
(6, 523, 9.0)
(6, 535, 1.0)
(6, 568, 1.0)
(6, 575, 1.0)
(6, 579, 5.0)
(6, 659, 1.0)
(6, 677, 2.0)
(6, 836, 2.0)
(6, 906, 4.0)
(6, 942, 1.0)
(6, 950, 4.0)
(6, 1143, 1.0)
(6, 1197, 2.0)
(6, 1299, 14.0)
(6, 1392, 1.0)
(6, 1450, 46.0)
(6, 1455, 3.0)
(6, 1485, 2.0)
(6, 1494, 3.0)
(6, 1515, 20.0)
(6, 1522, 2.0)
(6, 1675, 2.0)
(6, 1904, 1.0)
(6, 1924, 1.0)
(6, 1978, 2.0)
(6, 1981, 2.0)
(6, 2046, 32.0)
(6, 2086, 2.0)
(6, 2130, 1.0)
(6, 2140, 23.0)
(6, 2476, 36.0)
(6, 2513, 2.0)
(6, 2531, 9.0)
(6, 2570, 1.0)
(6, 2597, 4.0)
(6, 2607, 3.0)
(6, 2674, 2.0)
(6, 2750, 2.0)
(6, 2841, 2.0)
(6, 2852, 2.0)
(6, 2898, 38.0)
(6, 3140, 1.0)
(6, 3176, 22.0)
(6, 3255, 2.0)
(6, 3257, 1.0)
(6, 3387, 1.0)
(6, 3453, 1.0)
(6, 3482, 2.0)
(6, 3517, 2.0)
(6, 3659, 1.0)
(6, 3757, 5.0)
(6, 3871, 70.0)
(6, 3968, 4.0)
(6, 4058, 1.0)
(6, 4088, 2.0)
(6, 4104, 2.0)
(6, 4155, 2.0)
(6, 4216, 4.0)
(6, 4245, 1.0)
(6, 4343, 2.0)
(6, 4491, 3.0)
(6, 4594, 4.0)
(6, 4678, 1.0)
(6, 4686, 4.0)
(6, 4846, 1.0)
(6, 4850, 47.0)
(6, 5110, 2.0)
(6, 5248, 1.0)
(6, 5283, 2.0)
(6, 5397, 1.0)
(6, 5417, 3.0)
(6, 5514, 1.0)
(6, 5552, 6.0)
(6, 5580, 2.0)
(6, 5582, 1.0)
(6, 5645, 2.0)
(7, 749, 4.0)
(7, 841, 11.0)
(7, 881, 1.0)
(7, 1249, 4.0)
(7, 2301, 2.0)
(7, 2567, 2.0)
(7, 2792, 1.0)
(7, 2931, 1.0)
(7, 3158, 2.0)
(7, 3359, 1.0)
(7, 3479, 1.0)
(7, 4021, 1.0)
(7, 4070, 1.0)
(7, 4482, 1.0)
(7, 4569, 1.0)
(7, 4579, 7.0)
(7, 5377, 12.0)
(8, 136, 2.0)
(8, 523, 2.0)
(8, 575, 1.0)
(8, 773, 2.0)
(8, 896, 6.0)
(8, 938, 2.0)
(8, 1155, 1.0)
(8, 1156, 1.0)
(8, 1392, 1.0)
(8, 1457, 1.0)
(8, 2046, 2.0)
(8, 2056, 1.0)
(8, 2121, 6.0)
(8, 2140, 2.0)
(8, 2171, 1.0)
(8, 2403, 3.0)
(8, 2833, 3.0)
(8, 2895, 9.0)
(8, 3115, 18.0)
(8, 3124, 2.0)
(8, 3257, 2.0)
(8, 3364, 2.0)
(8, 3974, 1.0)
(8, 5068, 1.0)
(8, 5286, 1.0)
(9, 157, 2.0)
(9, 719, 2.0)
(9, 993, 1.0)
(9, 2021, 2.0)
(9, 2147, 4.0)
(9, 3134, 2.0)
(9, 3323, 3.0)
(9, 3606, 1.0)
(9, 4101, 1.0)
(10, 351, 3.0)
(10, 501, 2.0)
(10, 828, 17.0)
(10, 917, 6.0)
(10, 942, 5.0)
(10, 1156, 2.0)
(10, 1897, 2.0)
(10, 1954, 1.0)
(10, 2258, 2.0)
(10, 2275, 1.0)
(10, 2383, 2.0)
(10, 2647, 4.0)
(10, 2742, 4.0)
(10, 2828, 7.0)
(10, 2914, 1.0)
(10, 3129, 4.0)
(10, 3134, 5.0)
(10, 3324, 2.0)
(10, 3535, 5.0)
(10, 3547, 2.0)
(10, 3557, 3.0)
(10, 3716, 1.0)
(10, 3835, 1.0)
(10, 3849, 2.0)
(10, 3854, 13.0)
(10, 3942, 1.0)
(10, 4066, 1.0)
(10, 4101, 4.0)
(10, 4186, 1.0)
(10, 4445, 2.0)
(10, 4841, 2.0)
(10, 5272, 7.0)
(10, 5450, 1.0)
(10, 5583, 12.0)
(10, 5673, 3.0)
(11, 91, 14.0)
(11, 1704, 2.0)
(11, 1749, 4.0)
(11, 4117, 2.0)
(11, 4308, 7.0)
(11, 4583, 18.0)
(12, 50, 2.0)
(12, 116, 3.0)
(12, 143, 4.0)
(12, 175, 6.0)
(12, 185, 21.0)
(12, 283, 3.0)
(12, 365, 29.0)
(12, 638, 27.0)
(12, 755, 2.0)
(12, 793, 4.0)
(12, 845, 5.0)
(12, 944, 24.0)
(12, 961, 3.0)
(12, 964, 1.0)
(12, 1064, 1.0)
(12, 1230, 1.0)
(12, 1351, 1.0)
(12, 1411, 1.0)
(12, 1529, 2.0)
(12, 1590, 31.0)
(12, 1626, 1.0)
(12, 1656, 1.0)
(12, 1684, 9.0)
(12, 1802, 3.0)
(12, 1938, 1.0)
(12, 2171, 1.0)
(12, 2327, 2.0)
(12, 2407, 2.0)
(12, 2463, 1.0)
(12, 2519, 7.0)
(12, 2599, 8.0)
(12, 2672, 5.0)
(12, 2692, 1.0)
(12, 2718, 2.0)
(12, 2786, 2.0)
(12, 3011, 2.0)
(12, 3057, 3.0)
(12, 3154, 1.0)
(12, 3160, 19.0)
(12, 3199, 1.0)
(12, 3298, 9.0)
(12, 3308, 2.0)
(12, 3322, 1.0)
(12, 3415, 1.0)
(12, 3417, 2.0)
(12, 3441, 47.0)
(12, 3450, 2.0)
(12, 3602, 3.0)
(12, 3606, 1.0)
(12, 3687, 1.0)
(12, 3716, 1.0)
(12, 3722, 1.0)
(12, 3902, 2.0)
(12, 3926, 2.0)
(12, 3942, 6.0)
(12, 4024, 1.0)
(12, 4162, 1.0)
(12, 4211, 2.0)
(12, 4316, 1.0)
(12, 4421, 2.0)
(12, 4481, 1.0)
(12, 4486, 2.0)
(12, 4513, 7.0)
(12, 4515, 2.0)
(12, 4565, 1.0)
(12, 4710, 1.0)
(12, 4917, 2.0)
(12, 4955, 7.0)
(12, 5006, 5.0)
(12, 5034, 4.0)
(12, 5068, 4.0)
(12, 5097, 1.0)
(12, 5152, 1.0)
(12, 5182, 2.0)
(12, 5348, 8.0)
(12, 5413, 14.0)
(12, 5507, 16.0)
(12, 5528, 3.0)
(12, 5561, 2.0)
(12, 5594, 2.0)
(12, 5663, 2.0)
(12, 5774, 4.0)
(13, 453, 10.0)
(13, 721, 4.0)
(13, 2767, 10.0)
(13, 2921, 2.0)
(13, 5371, 2.0)
(14, 59, 1.0)
(14, 60, 1.0)
(14, 94, 2.0)
(14, 307, 2.0)
(14, 373, 14.0)
(14, 526, 3.0)
(14, 673, 1.0)
(14, 739, 1.0)
(14, 766, 4.0)
(14, 952, 1.0)
(14, 1062, 1.0)
(14, 1141, 6.0)
(14, 1144, 2.0)
(14, 1237, 2.0)
(14, 1351, 3.0)
(14, 1531, 1.0)
(14, 1568, 1.0)
(14, 1671, 18.0)
(14, 1883, 1.0)
(14, 1986, 2.0)
(14, 1990, 1.0)
(14, 2189, 1.0)
(14, 2307, 2.0)
(14, 2420, 1.0)
(14, 2433, 2.0)
(14, 2438, 2.0)
(14, 2593, 2.0)
(14, 2654, 1.0)
(14, 2781, 3.0)
(14, 2836, 1.0)
(14, 3070, 1.0)
(14, 3183, 1.0)
(14, 3278, 2.0)
(14, 3473, 1.0)
(14, 3551, 8.0)
(14, 3586, 1.0)
(14, 3596, 2.0)
(14, 3610, 2.0)
(14, 3670, 2.0)
(14, 3762, 3.0)
(14, 3789, 2.0)
(14, 3814, 1.0)
(14, 3834, 6.0)
(14, 3875, 1.0)
(14, 3977, 4.0)
(14, 4107, 1.0)
(14, 4150, 2.0)
(14, 4179, 1.0)
(14, 4285, 1.0)
(14, 4382, 1.0)
(14, 4383, 5.0)
(14, 4402, 5.0)
(14, 4490, 1.0)
(14, 4589, 2.0)
(14, 4655, 5.0)
(14, 4793, 4.0)
(14, 4958, 1.0)
(14, 4963, 5.0)
(14, 5209, 1.0)
(14, 5276, 2.0)
(14, 5499, 8.0)
(14, 5510, 7.0)
(14, 5638, 29.0)
(14, 5720, 1.0)
(14, 5766, 12.0)
(15, 2090, 2.0)
(15, 2870, 1.0)
(15, 3263, 1.0)
(15, 3911, 9.0)
(15, 4189, 4.0)
(15, 4475, 60.0)
(15, 5013, 2.0)
(15, 5248, 1.0)
(16, 672, 1.0)
(16, 1343, 1.0)
(16, 1566, 3.0)
(16, 1782, 1.0)
(16, 1893, 2.0)
(16, 2059, 2.0)
(16, 2810, 1.0)
(16, 4983, 2.0)
(16, 5557, 2.0)
(17, 219, 1.0)
(17, 478, 1.0)
(17, 617, 1.0)
(17, 621, 1.0)
(17, 720, 2.0)
(17, 773, 1.0)
(17, 808, 6.0)
(17, 851, 2.0)
(17, 951, 1.0)
(17, 1020, 1.0)
(17, 1053, 1.0)
(17, 1069, 112.0)
(17, 1264, 2.0)
(17, 1326, 2.0)
(17, 1349, 16.0)
(17, 1386, 2.0)
(17, 1724, 79.0)
(17, 1803, 5.0)
(17, 1805, 1.0)
(17, 2013, 110.0)
(17, 2024, 1.0)
(17, 2200, 10.0)
(17, 2273, 1.0)
(17, 2275, 2.0)
(17, 2348, 30.0)
(17, 2364, 1.0)
(17, 2494, 2.0)
(17, 2568, 2.0)
(17, 2622, 14.0)
(17, 2638, 4.0)
(17, 2764, 9.0)
(17, 2797, 3.0)
(17, 2890, 2.0)
(17, 2953, 42.0)
(17, 3000, 6.0)
(17, 3105, 19.0)
(17, 3120, 1.0)
(17, 3433, 3.0)
(17, 3537, 1.0)
(17, 3615, 1.0)
(17, 3926, 1.0)
(17, 4077, 14.0)
(17, 4243, 1.0)
(17, 4289, 6.0)
(17, 4427, 2.0)
(17, 4449, 1.0)
(17, 4648, 2.0)
(17, 4653, 21.0)
(17, 4679, 20.0)
(17, 4935, 14.0)
(17, 5062, 7.0)
(17, 5093, 2.0)
(17, 5099, 6.0)
(17, 5216, 1.0)
(17, 5226, 21.0)
(17, 5247, 4.0)
(17, 5248, 1.0)
(17, 5367, 36.0)
(17, 5450, 1.0)
(17, 5474, 2.0)
(17, 5574, 3.0)
(17, 5604, 1.0)
(17, 5663, 1.0)
(17, 5714, 12.0)
(18, 27, 2.0)
(18, 152, 2.0)
(18, 180, 49.0)
(18, 191, 9.0)
(18, 202, 1.0)
(18, 226, 1.0)
(18, 230, 1.0)
(18, 248, 3.0)
(18, 273, 7.0)
(18, 365, 1.0)
(18, 426, 2.0)
(18, 448, 2.0)
(18, 471, 1.0)
(18, 476, 1.0)
(18, 635, 7.0)
(18, 643, 1.0)
(18, 683, 1.0)
(18, 815, 1.0)
(18, 900, 2.0)
(18, 911, 6.0)
(18, 914, 3.0)
(18, 974, 2.0)
(18, 1027, 2.0)
(18, 1126, 5.0)
(18, 1132, 2.0)
(18, 1135, 1.0)
(18, 1139, 1.0)
(18, 1195, 20.0)
(18, 1224, 1.0)
(18, 1243, 1.0)
(18, 1281, 12.0)
(18, 1376, 3.0)
(18, 1388, 1.0)
(18, 1399, 1.0)
(18, 1418, 1.0)
(18, 1429, 20.0)
(18, 1479, 2.0)
(18, 1540, 7.0)
(18, 1640, 1.0)
(18, 1732, 2.0)
(18, 1746, 4.0)
(18, 1829, 1.0)
(18, 1912, 1.0)
(18, 1934, 6.0)
(18, 1948, 11.0)
(18, 1979, 1.0)
(18, 2105, 2.0)
(18, 2113, 3.0)
(18, 2126, 3.0)
(18, 2131, 1.0)
(18, 2182, 4.0)
(18, 2250, 4.0)
(18, 2492, 2.0)
(18, 2500, 5.0)
(18, 2618, 2.0)
(18, 2648, 1.0)
(18, 2675, 4.0)
(18, 2685, 4.0)
(18, 2695, 4.0)
(18, 2727, 1.0)
(18, 2771, 4.0)
(18, 2917, 1.0)
(18, 2925, 4.0)
(18, 2947, 1.0)
(18, 2964, 6.0)
(18, 2972, 4.0)
(18, 2979, 4.0)
(18, 3005, 3.0)
(18, 3088, 15.0)
(18, 3109, 1.0)
(18, 3110, 1.0)
(18, 3123, 1.0)
(18, 3126, 4.0)
(18, 3217, 10.0)
(18, 3249, 1.0)
(18, 3343, 2.0)
(18, 3428, 2.0)
(18, 3446, 13.0)
(18, 3507, 1.0)
(18, 3627, 3.0)
(18, 3632, 1.0)
(18, 3663, 2.0)
(18, 3724, 3.0)
(18, 3752, 1.0)
(18, 3781, 1.0)
(18, 3794, 1.0)
(18, 3876, 1.0)
(18, 3895, 3.0)
(18, 3938, 2.0)
(18, 3945, 2.0)
(18, 3953, 1.0)
(18, 4047, 2.0)
(18, 4053, 5.0)
(18, 4062, 2.0)
(18, 4069, 2.0)
(18, 4073, 2.0)
(18, 4098, 1.0)
(18, 4126, 1.0)
(18, 4159, 2.0)
(18, 4169, 2.0)
(18, 4196, 1.0)
(18, 4214, 13.0)
(18, 4237, 1.0)
(18, 4269, 2.0)
(18, 4281, 2.0)
(18, 4300, 2.0)
(18, 4310, 3.0)
(18, 4325, 2.0)
(18, 4357, 12.0)
(18, 4412, 1.0)
(18, 4425, 9.0)
(18, 4426, 1.0)
(18, 4540, 9.0)
(18, 4571, 2.0)
(18, 4771, 10.0)
(18, 4856, 1.0)
(18, 4863, 6.0)
(18, 4872, 4.0)
(18, 4923, 38.0)
(18, 4997, 2.0)
(18, 4999, 4.0)
(18, 5055, 2.0)
(18, 5081, 1.0)
(18, 5092, 8.0)
(18, 5106, 3.0)
(18, 5108, 1.0)
(18, 5122, 1.0)
(18, 5269, 1.0)
(18, 5442, 1.0)
(18, 5572, 4.0)
(18, 5682, 3.0)
(18, 5706, 1.0)
(18, 5726, 1.0)
(18, 5781, 3.0)
(19, 761, 1.0)
(19, 770, 1.0)
(19, 773, 1.0)
(19, 779, 2.0)
(19, 1053, 3.0)
(19, 1075, 2.0)
(19, 1244, 1.0)
(19, 1326, 1.0)
(19, 1552, 8.0)
(19, 1718, 1.0)
(19, 1770, 4.0)
(19, 2066, 30.0)
(19, 2103, 22.0)
(19, 2304, 1.0)
(19, 2332, 1.0)
(19, 2457, 4.0)
(19, 2494, 4.0)
(19, 2863, 1.0)
(19, 3000, 1.0)
(19, 3134, 1.0)
(19, 3149, 93.0)
(19, 3458, 14.0)
(19, 3480, 3.0)
(19, 3572, 14.0)
(19, 4101, 1.0)
(19, 4130, 2.0)
(19, 4180, 1.0)
(19, 4243, 1.0)
(19, 4679, 44.0)
(19, 4695, 2.0)
(19, 5029, 1.0)
(19, 5099, 1.0)
(19, 5412, 4.0)
(19, 5450, 1.0)
(19, 5504, 22.0)
(19, 5714, 51.0)
(19, 5769, 53.0)
(20, 21, 2.0)
(20, 44, 2.0)
(20, 45, 1.0)
(20, 239, 2.0)
(20, 250, 3.0)
(20, 256, 4.0)
(20, 258, 1.0)
(20, 426, 1.0)
(20, 455, 2.0)
(20, 525, 1.0)
(20, 538, 1.0)
(20, 866, 1.0)
(20, 903, 1.0)
(20, 1062, 2.0)
(20, 1191, 4.0)
(20, 1304, 1.0)
(20, 1418, 1.0)
(20, 1554, 2.0)
(20, 1556, 4.0)
(20, 1568, 3.0)
(20, 1613, 6.0)
(20, 1845, 2.0)
(20, 1901, 2.0)
(20, 1907, 2.0)
(20, 2018, 8.0)
(20, 2106, 2.0)
(20, 2205, 1.0)
(20, 2243, 4.0)
(20, 2284, 2.0)
(20, 2328, 1.0)
(20, 2392, 2.0)
(20, 2412, 2.0)
(20, 2610, 1.0)
(20, 2630, 6.0)
(20, 2735, 4.0)
(20, 2790, 2.0)
(20, 3327, 3.0)
(20, 3336, 8.0)
(20, 3800, 3.0)
(20, 3960, 13.0)
(20, 4081, 2.0)
(20, 4259, 4.0)
(20, 4266, 12.0)
(20, 4327, 1.0)
(20, 4441, 2.0)
(20, 4493, 1.0)
(20, 4579, 2.0)
(20, 4769, 4.0)
(20, 4921, 2.0)
(20, 5086, 2.0)
(20, 5373, 3.0)
(20, 5766, 2.0)
(21, 5, 2.0)
(21, 20, 2.0)
(21, 315, 1.0)
(21, 580, 1.0)
(21, 649, 1.0)
(21, 833, 2.0)
(21, 907, 1.0)
(21, 1304, 2.0)
(21, 1728, 1.0)
(21, 1830, 2.0)
(21, 1977, 2.0)
(21, 2243, 1.0)
(21, 2503, 1.0)
(21, 3178, 1.0)
(21, 3342, 2.0)
(21, 3501, 2.0)
(21, 3561, 1.0)
(21, 3568, 2.0)
(21, 3596, 2.0)
(21, 4128, 1.0)
(21, 4206, 2.0)
(21, 4306, 2.0)
(21, 4958, 1.0)
(21, 4961, 2.0)
(21, 5631, 1.0)
(22, 58, 2.0)
(22, 477, 2.0)
(22, 1047, 1.0)
(22, 1226, 3.0)
(22, 1290, 1.0)
(22, 1304, 2.0)
(22, 1779, 1.0)
(22, 2002, 1.0)
(22, 2044, 6.0)
(22, 2176, 1.0)
(22, 2274, 3.0)
(22, 2447, 1.0)
(22, 2865, 2.0)
(22, 2982, 1.0)
(22, 3127, 2.0)
(22, 3223, 3.0)
(22, 3280, 1.0)
(22, 3290, 1.0)
(22, 3427, 1.0)
(22, 3788, 1.0)
(22, 3882, 2.0)
(22, 3998, 2.0)
(22, 4675, 3.0)
(22, 4755, 1.0)
(22, 5065, 3.0)
(22, 5223, 1.0)
(22, 5530, 1.0)
(23, 201, 1.0)
(23, 461, 2.0)
(23, 593, 1.0)
(23, 1236, 1.0)
(23, 1341, 3.0)
(23, 1419, 1.0)
(23, 1615, 5.0)
(23, 1997, 1.0)
(23, 2210, 9.0)
(23, 2340, 2.0)
(23, 2959, 3.0)
(23, 3214, 1.0)
(23, 3323, 2.0)
(23, 3363, 1.0)
(23, 3716, 2.0)
(23, 4101, 3.0)
(23, 4243, 1.0)
(23, 4710, 1.0)
(23, 4875, 2.0)
(23, 5037, 2.0)
(23, 5040, 1.0)
(23, 5069, 2.0)
(23, 5099, 1.0)
(23, 5360, 2.0)
(23, 5450, 1.0)
(23, 5673, 2.0)
(24, 208, 4.0)
(24, 272, 3.0)
(24, 302, 1.0)
(24, 314, 9.0)
(24, 326, 1.0)
(24, 395, 1.0)
(24, 417, 10.0)
(24, 524, 1.0)
(24, 552, 1.0)
(24, 598, 17.0)
(24, 615, 1.0)
(24, 668, 1.0)
(24, 692, 2.0)
(24, 827, 19.0)
(24, 831, 9.0)
(24, 918, 1.0)
(24, 968, 3.0)
(24, 998, 1.0)
(24, 1024, 4.0)
(24, 1032, 2.0)
(24, 1269, 4.0)
(24, 1280, 1.0)
(24, 1313, 8.0)
(24, 1318, 1.0)
(24, 1448, 1.0)
(24, 1727, 7.0)
(24, 1801, 1.0)
(24, 1848, 6.0)
(24, 1871, 148.0)
(24, 1887, 1.0)
(24, 1935, 85.0)
(24, 1953, 2.0)
(24, 1976, 1.0)
(24, 2122, 6.0)
(24, 2734, 1.0)
(24, 2789, 1.0)
(24, 2960, 19.0)
(24, 3350, 3.0)
(24, 3435, 20.0)
(24, 3605, 1.0)
(24, 3690, 9.0)
(24, 3792, 2.0)
(24, 3831, 8.0)
(24, 4210, 20.0)
(24, 4298, 1.0)
(24, 4363, 11.0)
(24, 4439, 1.0)
(24, 4488, 1.0)
(24, 4509, 2.0)
(24, 4533, 5.0)
(24, 4578, 8.0)
(24, 4595, 1.0)
(24, 4628, 1.0)
(24, 4659, 3.0)
(24, 4865, 3.0)
(24, 4866, 2.0)
(24, 4913, 4.0)
(24, 4954, 3.0)
(24, 5039, 1.0)
(24, 5082, 1.0)
(24, 5101, 5.0)
(24, 5112, 2.0)
(24, 5116, 9.0)
(24, 5121, 1.0)
(24, 5176, 131.0)
(24, 5592, 1.0)
(24, 5625, 1.0)
(24, 5657, 1.0)
(24, 5734, 1.0)
(24, 5775, 2.0)
(25, 131, 2.0)
(25, 433, 6.0)
(25, 1413, 1.0)
(25, 3633, 1.0)
(25, 4956, 9.0)
(26, 559, 3.0)
(26, 1697, 4.0)
(26, 1803, 1.0)
(26, 1804, 14.0)
(26, 2220, 1.0)
(26, 2434, 2.0)
(26, 2451, 1.0)
(26, 2487, 1.0)
(26, 2978, 2.0)
(26, 3518, 1.0)
(26, 4186, 2.0)
(26, 4359, 1.0)
(26, 5226, 1.0)
(26, 5474, 8.0)
(26, 5718, 6.0)
(26, 5721, 1.0)
(27, 18, 2.0)
(27, 151, 4.0)
(27, 152, 3.0)
(27, 180, 4.0)
(27, 297, 2.0)
(27, 368, 2.0)
(27, 419, 6.0)
(27, 600, 1.0)
(27, 609, 3.0)
(27, 628, 1.0)
(27, 643, 3.0)
(27, 782, 1.0)
(27, 888, 1.0)
(27, 903, 1.0)
(27, 1101, 11.0)
(27, 1243, 2.0)
(27, 1281, 1.0)
(27, 1376, 1.0)
(27, 1429, 2.0)
(27, 1464, 2.0)
(27, 1479, 1.0)
(27, 1540, 22.0)
(27, 1546, 1.0)
(27, 1566, 1.0)
(27, 1640, 2.0)
(27, 1666, 2.0)
(27, 1701, 1.0)
(27, 1732, 2.0)
(27, 1746, 2.0)
(27, 1858, 2.0)
(27, 1882, 5.0)
(27, 1934, 1.0)
(27, 1948, 35.0)
